ID,SurNum,Date,File1,Score1,File2,Score2
606394,49,22/10/2021 16:38,239096_gt.jpg,4,239096AF_4.jpg,5
406695,48,22/10/2021 16:39,118020AF_13.jpg,4,118020_gt.jpg,4
406695,48,22/10/2021 16:39,022090F_7.jpg,5,022090_gt.jpg,5
606394,49,22/10/2021 16:39,198023I_1.jpg,4,198023_gt.jpg,4
606394,49,22/10/2021 16:39,056028AD_2.jpg,5,056028_gt.jpg,4
406695,48,22/10/2021 16:39,187029_gt.jpg,3,187029D_2.jpg,4
406695,48,22/10/2021 16:39,323016O_1.jpg,2,323016_gt.jpg,3
606394,49,22/10/2021 16:39,022093_gt.jpg,5,022093AF_1.jpg,4
406695,48,22/10/2021 16:39,242078D_1.jpg,3,242078_gt.jpg,4
406695,48,22/10/2021 16:39,078019AC_4.jpg,2,078019_gt.jpg,5
246803,49,22/10/2021 16:40,022090AF_7.jpg,4,022090_gt.jpg,2
406695,48,22/10/2021 16:40,239096_gt.jpg,3,239096AF_3.jpg,4
406695,48,22/10/2021 16:40,015004_gt.jpg,4,015004C_4.jpg,4
406695,48,22/10/2021 16:40,151087G_3.jpg,3,151087_gt.jpg,4
406695,48,22/10/2021 16:40,022093G_1.jpg,3,022093_gt.jpg,4
540853,48,22/10/2021 16:40,118020AF_13.jpg,4,118020_gt.jpg,5
406695,48,22/10/2021 16:40,046076_gt.jpg,5,046076AF_10.jpg,5
406695,48,22/10/2021 16:40,140075AF_2.jpg,2,140075_gt.jpg,4
406695,48,22/10/2021 16:41,025098AF_13.jpg,3,025098_gt.jpg,5
406695,48,22/10/2021 16:41,198023AC_1.jpg,5,198023_gt.jpg,5
540853,48,22/10/2021 16:41,022090F_7.jpg,4,022090_gt.jpg,5
406695,48,22/10/2021 16:41,065019B_1.jpg,4,065019_gt.jpg,5
406695,48,22/10/2021 16:41,153093F_10.jpg,3,153093_gt.jpg,4
540853,48,22/10/2021 16:41,187029_gt.jpg,5,187029D_2.jpg,3
406695,48,22/10/2021 16:41,376001_gt.jpg,2,376001AF_8.jpg,4
540853,48,22/10/2021 16:41,323016O_1.jpg,5,323016_gt.jpg,4
406695,48,22/10/2021 16:41,056028AF_5.jpg,2,056028_gt.jpg,3
406695,48,22/10/2021 16:42,024004_gt.jpg,3,024004AB_4.jpg,4
540853,48,22/10/2021 16:42,242078D_1.jpg,5,242078_gt.jpg,4
406695,48,22/10/2021 16:42,118035_gt.jpg,4,118035F_1.jpg,4
540853,48,22/10/2021 16:42,078019AC_4.jpg,4,078019_gt.jpg,5
540853,48,22/10/2021 16:42,239096_gt.jpg,5,239096AF_3.jpg,4
540853,48,22/10/2021 16:42,015004_gt.jpg,5,015004C_4.jpg,3
540853,48,22/10/2021 16:43,151087G_3.jpg,4,151087_gt.jpg,5
540853,48,22/10/2021 16:43,022093G_1.jpg,4,022093_gt.jpg,5
188313,49,22/10/2021 16:43,022090AF_7.jpg,4,022090_gt.jpg,5
626526,49,22/10/2021 16:43,022090AF_7.jpg,5,022090_gt.jpg,1
540853,48,22/10/2021 16:43,046076_gt.jpg,5,046076AF_10.jpg,4
188313,49,22/10/2021 16:43,118020F_4.jpg,5,118020_gt.jpg,5
626526,49,22/10/2021 16:43,118020F_4.jpg,5,118020_gt.jpg,5
188313,49,22/10/2021 16:43,153093B_1.jpg,4,153093_gt.jpg,5
626526,49,22/10/2021 16:44,153093B_1.jpg,1,153093_gt.jpg,5
188313,49,22/10/2021 16:44,242078_gt.jpg,5,242078D_2.jpg,4
188313,49,22/10/2021 16:44,024004_gt.jpg,5,024004AB_2.jpg,4
540853,48,22/10/2021 16:44,140075AF_2.jpg,4,140075_gt.jpg,5
188313,49,22/10/2021 16:44,323016AF_7.jpg,5,323016_gt.jpg,4
188313,49,22/10/2021 16:44,025098_gt.jpg,5,025098AC_1.jpg,4
540853,48,22/10/2021 16:44,025098AF_13.jpg,3,025098_gt.jpg,5
188313,49,22/10/2021 16:44,046076_gt.jpg,5,046076B_4.jpg,3
188313,49,22/10/2021 16:44,118035_gt.jpg,2,118035AF_12.jpg,2
540853,48,22/10/2021 16:44,198023AC_1.jpg,4,198023_gt.jpg,5
188313,49,22/10/2021 16:45,151087AF_9.jpg,5,151087_gt.jpg,5
188313,49,22/10/2021 16:45,078019C_4.jpg,4,078019_gt.jpg,5
540853,48,22/10/2021 16:45,065019B_1.jpg,2,065019_gt.jpg,5
188313,49,22/10/2021 16:45,376001_gt.jpg,5,376001B_3.jpg,4
188313,49,22/10/2021 16:45,015004_gt.jpg,5,015004D_3.jpg,2
540853,48,22/10/2021 16:45,153093F_10.jpg,4,153093_gt.jpg,5
188313,49,22/10/2021 16:45,065019_gt.jpg,4,065019F_3.jpg,5
540853,48,22/10/2021 16:45,376001_gt.jpg,5,376001AF_8.jpg,3
188313,49,22/10/2021 16:45,140075_gt.jpg,4,140075AG_4.jpg,5
540853,48,22/10/2021 16:45,056028AF_5.jpg,4,056028_gt.jpg,5
188313,49,22/10/2021 16:45,187029_gt.jpg,5,187029AC_2.jpg,4
188313,49,22/10/2021 16:46,239096_gt.jpg,5,239096AF_4.jpg,4
540853,48,22/10/2021 16:46,024004_gt.jpg,5,024004AB_4.jpg,3
188313,49,22/10/2021 16:46,198023I_1.jpg,4,198023_gt.jpg,5
540853,48,22/10/2021 16:46,118035_gt.jpg,5,118035F_1.jpg,4
188313,49,22/10/2021 16:46,056028AD_2.jpg,4,056028_gt.jpg,5
188313,49,22/10/2021 16:46,022093_gt.jpg,5,022093AF_1.jpg,5
246803,49,22/10/2021 16:46,118020F_4.jpg,3,118020_gt.jpg,4
246803,49,22/10/2021 16:47,153093B_1.jpg,2,153093_gt.jpg,4
246803,49,22/10/2021 16:47,242078_gt.jpg,5,242078D_2.jpg,3
246803,49,22/10/2021 16:47,024004_gt.jpg,4,024004AB_2.jpg,2
246803,49,22/10/2021 16:47,323016AF_7.jpg,4,323016_gt.jpg,4
246803,49,22/10/2021 16:48,025098_gt.jpg,4,025098AC_1.jpg,3
626526,49,22/10/2021 16:48,242078_gt.jpg,5,242078D_2.jpg,5
246803,49,22/10/2021 16:48,046076_gt.jpg,5,046076B_4.jpg,3
